title,authors,abstract,pdf_url,year
Adaptive Gradient Quantization for Data-Parallel SGD,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/20b5e1cf8694af7a3c1ba4a87f073021-Paper.pdf,2020
Community detection using fast low-cardinality semidefinite programming,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/229aeb9e2ae66f2fac1149e5240b2fdd-Paper.pdf,2020
Coupling-based Invertible Neural Networks Are Universal Diffeomorphism Approximators,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2290a7385ed77cc5592dc2153229f082-Paper.pdf,2020
An operator view of policy gradient methods,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/22eda830d1051274a2581d6466c06e6c-Paper.pdf,2020
Ode to an ODE,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/228669109aa3ab1b4ec06b7722efb105-Paper.pdf,2020
"Demystifying Contrastive Self-Supervised Learning: Invariances, Augmentations and Dataset Biases",N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/22f791da07b0d8a2504c2537c560001c-Paper.pdf,2020
Modeling Noisy Annotations for Crowd Counting,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/22bb543b251c39ccdad8063d486987bb-Paper.pdf,2020
Optimal Private Median Estimation under Minimal Distributional Assumptions,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/21d144c75af2c3a1cb90441bbb7d8b40-Paper.pdf,2020
Input-Aware Dynamic Backdoor Attack,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/234e691320c0ad5b45ee3c96d0d7b8f8-Paper.pdf,2020
How hard is to distinguish graphs with graph neural networks?,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/23685a2431acad7789c1e3d43ea1522c-Paper.pdf,2020
Online MAP Inference of Determinantal Point Processes,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/23378a2d0a25c6ade2c1da1c06c5213f-Paper.pdf,2020
Video Object Segmentation with Adaptive Feature Bank and Uncertain-Region Refinement,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/234833147b97bb6aed53a8f4f1c7a7d8-Paper.pdf,2020
UCLID-Net: Single View Reconstruction in Object Space,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/21327ba33b3689e713cdff1641128004-Paper.pdf,2020
Inferring learning rules from animal decision-making,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/234b941e88b755b7a72a1c1dd5022f30-Paper.pdf,2020
Minimax Regret of Switching-Constrained Online Convex Optimization: No Phase Transition,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/236f119f58f5fd102c5a2ca609fdcbd8-Paper.pdf,2020
Do Adversarially Robust ImageNet Models Transfer Better?,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24357dd085d2c4b1a88a7e0692e60294-Paper.pdf,2020
Cross-Scale Internal Graph Neural Network for Image Super-Resolution,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/23ad3e314e2a2b43b4c720507cec0723-Paper.pdf,2020
Robust Correction of Sampling Bias using Cumulative Distribution Functions,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24368c745de15b3d2d6279667debcba3-Paper.pdf,2020
Restoring Negative Information in Few-Shot Object Detection,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/240ac9371ec2671ae99847c3ae2e6384-Paper.pdf,2020
Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learning Approach,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24389bfe4fe2eba8bf9aa9203a44cdad-Paper.pdf,2020
Pixel-Level Cycle Association: A New Perspective for Domain Adaptive Semantic Segmentation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/243be2818a23c980ad664f30f48e5d19-Paper.pdf,2020
Classification with Valid and Adaptive Coverage,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/244edd7e85dc81602b7615cd705545f5-Paper.pdf,2020
Learning Global Transparent Models consistent with Local Contrastive Explanations,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24aef8cb3281a2422a59b51659f1ad2e-Paper.pdf,2020
Learning Disentangled Representations of Videos with Missing Data,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24f2f931f12a4d9149876a5bef93e96a-Paper.pdf,2020
Natural Graph Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2517756c5a9be6ac007fe9bb7fb92611-Paper.pdf,2020
Learning to Approximate a Bregman Divergence,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24bcb4d0caa4120575bb45c8a156b651-Paper.pdf,2020
Towards Crowdsourced Training of Large Neural Networks using Decentralized Mixture-of-Experts,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/25ddc0f8c9d3e22e03d3076f98d83cb2-Paper.pdf,2020
Bidirectional Convolutional Poisson Gamma Dynamical Systems,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/26178fc759d2b89c45dd31962f81dc61-Paper.pdf,2020
Dual Manifold Adversarial Robustness: Defense against Lp and non-Lp Adversarial Attacks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/23937b42f9273974570fb5a56a6652ee-Paper.pdf,2020
Continual Learning with Node-Importance based Adaptive Group Sparse Regularization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/258be18e31c8188555c2ff05b4d542c3-Paper.pdf,2020
Diverse Image Captioning with Context-Object Split Latent Spaces,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/24bea84d52e6a1f8025e313c2ffff50a-Paper.pdf,2020
On ranking via sorting by estimated expected utility,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/26b58a41da329e0cbde0cbf956640a58-Paper.pdf,2020
Closing the Dequantization Gap: PixelCNN as a Single-Layer Flow,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/26ed695e9b7b9f6463ef4bc1fd74fc87-Paper.pdf,2020
"Distribution-free binary classification: prediction sets, confidence intervals and calibration",N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/26d88423fc6da243ffddf161ca712757-Paper.pdf,2020
Variance reduction for Random Coordinate Descent-Langevin Monte Carlo,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/272e11700558e27be60f7489d2d782e7-Paper.pdf,2020
Sequence to Multi-Sequence Learning via Conditional Chain Mapping for Mixture Signals,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/27059a11c58ade9b03bde05c2ca7c285-Paper.pdf,2020
Language as a Cognitive Tool to Imagine Goals in Curiosity Driven Exploration,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/274e6fcf4a583de4a81c6376f17673e7-Paper.pdf,2020
Primal Dual Interpretation of the Proximal Stochastic Gradient Langevin Algorithm,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2779fda014fbadb761f67dd708c1325e-Paper.pdf,2020
All Word Embeddings from One Embedding,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/275d7fb2fd45098ad5c3ece2ed4a2824-Paper.pdf,2020
Deep Reinforcement and InfoMax Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/26588e932c7ccfa1df309280702fe1b5-Paper.pdf,2020
How to Characterize The Landscape of Overparameterized Convolutional Neural Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2794f6a20ee0685f4006210f40799acd-Paper.pdf,2020
On the Tightness of Semidefinite Relaxations for Certifying Robustness to Adversarial Examples,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/27b587bbe83aecf9a98c8fe6ab48cacc-Paper.pdf,2020
Submodular Meta-Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/27d8d40b22f812a1ba6c26f8ef7df480-Paper.pdf,2020
Rethinking Pre-training and Self-training,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/27e9661e033a73a6ad8cefcde965c54d-Paper.pdf,2020
Unsupervised Sound Separation Using Mixture Invariant Training,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/28538c394c36e4d5ea8ff5ad60562a93-Paper.pdf,2020
CodeCMR: Cross-Modal Retrieval For Function-Level Binary Source Code Matching,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/285f89b802bcb2651801455c86d78f2a-Paper.pdf,2020
Adaptive Discretization for Model-Based Reinforcement Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/285baacbdf8fda1de94b19282acd23e2-Paper.pdf,2020
DAGs with No Fears: A Closer Look at Continuous Optimization for Learning Bayesian Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/28a7602724ba16600d5ccc644c19bf18-Paper.pdf,2020
OOD-MAML: Meta-Learning for Few-Shot Out-of-Distribution Detection and Classification,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/28e209b61a52482a0ae1cb9f5959c792-Paper.pdf,2020
An Imitation from Observation Approach to Transfer Learning with Dynamics Mismatch,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/28f248e9279ac845995c4e9f8af35c2b-Paper.pdf,2020
Learning discrete distributions with infinite support,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/291dbc18539ba7e19b8abb7d85aa204e-Paper.pdf,2020
Learning About Objects by Learning to Interact with Them,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/291597a100aadd814d197af4f4bab3a7-Paper.pdf,2020
Dissecting Neural ODEs,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/293835c2cc75b585649498ee74b395f5-Paper.pdf,2020
Rethinking Learnable Tree Filter for Generic Feature Transform,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2952351097998ac1240cb2ab7333a3d2-Paper.pdf,2020
On Warm-Starting Neural Network Training,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/288cd2567953f06e460a33951f55daaf-Paper.pdf,2020
Unsupervised Representation Learning by Invariance Propagation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/23af4b45f1e166141a790d1a3126e77a-Paper.pdf,2020
Fast Epigraphical Projection-based Incremental Algorithms for Wasserstein Distributionally Robust Support Vector Machine,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2974788b53f73e7950e8aa49f3a306db-Paper.pdf,2020
Sufficient dimension reduction for classification using principal optimal transport direction,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29586cb449c90e249f1f09a0a4ee245a-Paper.pdf,2020
Self-Supervised Relational Reasoning for Representation Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29539ed932d32f1c56324cded92c07c2-Paper.pdf,2020
On the Power of Louvain in the Stochastic Block Model,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29a6aa8af3c942a277478a90aa4cae21-Paper.pdf,2020
Differentially Private Clustering: Tight Approximation Ratios,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/299dc35e747eb77177d9cea10a802da2-Paper.pdf,2020
Fairness with Overlapping Groups; a Probabilistic Perspective,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29c0605a3bab4229e46723f89cf59d83-Paper.pdf,2020
Teaching a GAN What Not to Learn,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29405e2a4c22866a205f557559c7fa4b-Paper.pdf,2020
AttendLight: Universal Attention-Based Reinforcement Learning Model for Traffic Signal Control,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/29e48b79ae6fc68e9b6480b677453586-Paper.pdf,2020
Adaptive Reduced Rank Regression,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2a27b8144ac02f67687f76782a3b5d8f-Paper.pdf,2020
From Predictions to Decisions: Using Lookahead Regularization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2adcfc3929e7c03fac3100d3ad51da26-Paper.pdf,2020
Searching for Low-Bit Weights in Quantized Neural Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2a084e55c87b1ebcdaad1f62fdbbac8e-Paper.pdf,2020
Sequential Bayesian Experimental Design with Variable Cost Structure,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2adee8815dd939548ee6b2772524b6f2-Paper.pdf,2020
Predictive inference is free with the jackknife+-after-bootstrap,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2b346a0aa375a07f5a90a344a61416c4-Paper.pdf,2020
Counterfactual Predictions under Runtime Confounding,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2b64c2f19d868305aa8bbc2d72902cc5-Paper.pdf,2020
Balanced Meta-Softmax for Long-Tailed Visual Recognition,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2ba61cc3a8f44143e1f2f13b2b729ab3-Paper.pdf,2020
Learning Loss for Test-Time Augmentation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2ba596643cbbbc20318224181fa46b28-Paper.pdf,2020
MDP Homomorphic Networks: Group Symmetries in Reinforcement Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2be5f9c2e3620eb73c2972d7552b6cb5-Paper.pdf,2020
Efficient Exploration of Reward Functions in Inverse Reinforcement Learning via Bayesian Optimization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2bba9f4124283edd644799e0cecd45ca-Paper.pdf,2020
On the Error Resistance of Hinge-Loss Minimization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2c5201a7391fedbc40c3cc6aa057a029-Paper.pdf,2020
Munchausen Reinforcement Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2c6a0bae0f071cbbf0bb3d5b11d90a82-Paper.pdf,2020
Object Goal Navigation using Goal-Oriented Semantic Exploration,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2c75cf2681788adaca63aa95ae028b22-Paper.pdf,2020
How Can I Explain This to You? An Empirical Study of Deep Neural Network Explanation Methods,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2c29d89cc56cdb191c60db2f0bae796b-Paper.pdf,2020
Efficient semidefinite-programming-based inference for binary and multi-class MRFs,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2cb274e6ce940f47beb8011d8ecb1462-Paper.pdf,2020
Funnel-Transformer: Filtering out Sequential Redundancy for Efficient Language Processing,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2cd2915e69546904e4e5d4a2ac9e1652-Paper.pdf,2020
Counterfactual Data Augmentation using Locally Factored Dynamics,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/294e09f267683c7ddc6cc5134a7e68a8-Paper.pdf,2020
Semantic Visual Navigation by Watching YouTube Videos,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2cd4e8a2ce081c3d7c32c3cde4312ef7-Paper.pdf,2020
CogMol: Target-Specific and Selective Drug Design for COVID-19 Using Deep Generative Models,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2d16ad1968844a4300e9a490588ff9f8-Paper.pdf,2020
SuperLoss: A Generic Loss for Robust Curriculum Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2cfa8f9e50e0f510ede9d12338a5f564-Paper.pdf,2020
"Heavy-tailed Representations, Text Polarity Classification & Data Augmentation",N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2cfa3753d6a524711acb5fce38eeca1a-Paper.pdf,2020
Improving Sample Complexity Bounds for (Natural) Actor-Critic Algorithms,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2e1b24a664f5e9c18f407b2f9c73e821-Paper.pdf,2020
Stability of Stochastic Gradient Descent on Nonsmooth Convex Losses,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2e2c4bf7ceaa4712a72dd5ee136dc9a8-Paper.pdf,2020
Learning Differential Equations that are Easy to Solve,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2e255d2d6bf9bb33030246d31f1a79ca-Paper.pdf,2020
Liberty or Depth: Deep Bayesian Neural Nets Do Not Need Complex Weight Posterior Approximations,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2dfe1946b3003933b7f8ddd71f24dbb1-Paper.pdf,2020
Reward-rational (implicit) choice: A unifying formalism for reward learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2f10c1578a0706e06b6d7db6f0b4a6af-Paper.pdf,2020
PAC-Bayes Learning Bounds for Sample-Dependent Priors,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2e85d72295b67c5b649290dfbf019285-Paper.pdf,2020
Influence-Augmented Online Planning for Complex Environments,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2e6d9c6052e99fcdfa61d9b9da273ca2-Paper.pdf,2020
Probabilistic Time Series Forecasting with Shape and Temporal Diversity,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2f2b265625d76a6704b08093c652fd79-Paper.pdf,2020
Memory Based Trajectory-conditioned Policies for Learning from Sparse Rewards,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2df45244f09369e16ea3f9117ca45157-Paper.pdf,2020
Continual Deep Learning by Functional Regularisation of Memorable Past,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2f3bbb9730639e9ea48f309d9a79ff01-Paper.pdf,2020
Distance Encoding: Design Provably More Powerful Neural Networks for Graph Representation Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2f73168bf3656f697507752ec592c437-Paper.pdf,2020
Fast Fourier Convolution,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2fd5d41ec6cfab47e32164d5624269b1-Paper.pdf,2020
Low Distortion Block-Resampling with Spatially Stochastic Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/2f380b99d45812a211da102c04dc1ddb-Paper.pdf,2020
Learning Structured Distributions From Untrusted Batches: Faster and Simpler,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/305ddad049f65a2c241dbb6e6f746c54-Paper.pdf,2020
Hierarchical Quantized Autoencoders,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/309fee4e541e51de2e41f21bebb342aa-Paper.pdf,2020
Higher-Order Certification For Randomized Smoothing,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/300891a62162b960cf02ce3827bb363c-Paper.pdf,2020
Unsupervised Learning of Dense Visual Representations,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3000311ca56a1cb93397bc676c0b7fff-Paper.pdf,2020
Diversity can be Transferred: Output Diversification for White- and Black-box Attacks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/30da227c6b5b9e2482b6b221c711edfd-Paper.pdf,2020
Temporal Positive-unlabeled Learning for Biomedical Hypothesis Generation via Risk Estimation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/310614fca8fb8e5491295336298c340f-Paper.pdf,2020
POLY-HOOT: Monte-Carlo Planning in Continuous Space MDPs with Non-Asymptotic Analysis,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/30de24287a6d8f07b37c716ad51623a7-Paper.pdf,2020
Variational Policy Gradient Method for Reinforcement Learning with General Utilities,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/30ee748d38e21392de740e2f9dc686b6-Paper.pdf,2020
Privacy Amplification via Random Check-Ins,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/313f422ac583444ba6045cd122653b0e-Paper.pdf,2020
Efficient Low Rank Gaussian Variational Inference for Neural Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/310cc7ca5a76a446f85c1a0d641ba96d-Paper.pdf,2020
Probabilistic Circuits for Variational Inference in Discrete Graphical Models,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/31784d9fc1fa0d25d04eae50ac9bf787-Paper.pdf,2020
Labelling unlabelled videos from scratch with multi-modal self-supervision,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/31fefc0e570cb3860f2a6d4b38c6490d-Paper.pdf,2020
Your Classifier can Secretly Suffice Multi-Source Domain Adaptation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3181d59d19e76e902666df5c7821259a-Paper.pdf,2020
A Non-Asymptotic Analysis for Stein Variational Gradient Descent,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3202111cf90e7c816a472aaceb72b0df-Paper.pdf,2020
Robust Meta-learning for Mixed Linear Regression with Small Batches,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3214a6d842cc69597f9edf26df552e43-Paper.pdf,2020
AvE: Assistance via Empowerment,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/30de9ece7cf3790c8c39ccff1a044209-Paper.pdf,2020
Randomized tests for high-dimensional regression: A more efficient and powerful solution,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3261769be720b0fefbfffec05e9d9202-Paper.pdf,2020
Learning Representations from Audio-Visual Spatial Alignment,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/328e5d4c166bb340b314d457a208dc83-Paper.pdf,2020
Bayesian Deep Learning and a Probabilistic Perspective of Generalization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/322f62469c5e3c7dc3e58f5a4d1ea399-Paper.pdf,2020
Towards More Practical Adversarial Attacks on Graph Neural Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/32bb90e8976aab5298d5da10fe66f21d-Paper.pdf,2020
Causal Shapley Values: Exploiting Causal Knowledge to Explain Individual Predictions of Complex Models,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/32e54441e6382a7fbacbbbaf3c450059-Paper.pdf,2020
Generative View Synthesis: From Single-view Semantics to Novel-view Images,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3295c76acbf4caaed33c36b1b5fc2cb1-Paper.pdf,2020
Unsupervised Learning of Object Landmarks via Self-Training Correspondence,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/32508f53f24c46f685870a075eaaa29c-Paper.pdf,2020
On the training dynamics of deep networks with $L_2$ regularization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/32fcc8cfe1fa4c77b5c58dafd36d1a98-Paper.pdf,2020
Multi-Task Reinforcement Learning with Soft Modularization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/32cfdce9631d8c7906e8e9d6e68b514b-Paper.pdf,2020
Improved Algorithms for Convex-Concave Minimax Optimization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/331316d4efb44682092a006307b9ae3a-Paper.pdf,2020
Deep Variational Instance Segmentation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3341f6f048384ec73a7ba2e77d2db48b-Paper.pdf,2020
Learning Implicit Functions for Topology-Varying Dense 3D Shape Correspondence,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/335cd1b90bfa4ee70b39d08a4ae0cf2d-Paper.pdf,2020
Hierarchically Organized Latent Modules for Exploratory Search in Morphogenetic Systems,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33a5435d4f945aa6154b31a73bab3b73-Paper.pdf,2020
Delay and Cooperation in Nonstochastic Linear Bandits,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33c5f5bff65aa05a8cd3e5d2597f44ae-Paper.pdf,2020
AI Feynman 2.0: Pareto-optimal symbolic regression exploiting graph modularity,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33a854e247155d590883b93bca53848a-Paper.pdf,2020
Probabilistic Orientation Estimation with Matrix Fisher Distributions,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33cc2b872dfe481abef0f61af181dfcf-Paper.pdf,2020
Deep Multimodal Fusion by Channel  Exchanging,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/339a18def9898dd60a634b2ad8fbbd58-Paper.pdf,2020
Reverse-engineering recurrent neural network solutions to a hierarchical inference task for mice,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/30f0641c041f03d94e95a76b9d8bd58f-Paper.pdf,2020
Minimax Dynamics of Optimally Balanced Spiking Networks of Excitatory and Inhibitory Neurons,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33cf42b38bbcf1dd6ba6b0f0cd005328-Paper.pdf,2020
Towards Deeper Graph Neural Networks with Differentiable Group Normalization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33dd6dba1d56e826aac1cbf23cdcca87-Paper.pdf,2020
Telescoping Density-Ratio Estimation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33d3b157ddc0896addfb22fa2a519097-Paper.pdf,2020
Stochastic Optimization for Performative Prediction,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/33e75ff09dd601bbe69f351039152189-Paper.pdf,2020
Learning Differentiable Programs with Admissible Neural Heuristics,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/342285bb2a8cadef22f667eeb6a63732-Paper.pdf,2020
Domain Adaptation as a Problem of Inference on Graphical Models,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3430095c577593aad3c39c701712bcfe-Paper.pdf,2020
Network size and size of the weights in memorization with two-layers neural networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/34609bdc08a07ace4e1526bbb1777673-Paper.pdf,2020
Improved guarantees and a multiple-descent curve for Column Subset Selection and the Nystrom method,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/342c472b95d00421be10e9512b532866-Paper.pdf,2020
Certifying Strategyproof Auction Networks,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3465ab6e0c21086020e382f09a482ced-Paper.pdf,2020
Strongly local p-norm-cut algorithms for semi-supervised learning and local graph clustering,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3501672ebc68a5524629080e3ef60aef-Paper.pdf,2020
Deep Direct Likelihood Knockoffs,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/350a7f5ee27d22dbe36698b10930ff96-Paper.pdf,2020
HOI Analysis: Integrating and Decomposing Human-Object Interaction,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/3493894fa4ea036cfc6433c3e2ee63b0-Paper.pdf,2020
Decision-Making with Auto-Encoding Variational Bayes,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/357a6fdf7642bf815a88822c447d9dc4-Paper.pdf,2020
Attribution Preservation in Network Compression for Reliable Network Interpretation,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/35adf1ae7eb5734122c84b7a9ea5cc13-Paper.pdf,2020
Feature Importance Ranking for Deep Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/36ac8e558ac7690b6f44e2cb5ef93322-Paper.pdf,2020
Causal Estimation with Functional Confounders,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/36dcd524971019336af02550264b8a08-Paper.pdf,2020
A new inference approach for training shallow and deep generalized linear models of noisy interacting neurons,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/356dc40642abeb3a437e7e06f178701c-Paper.pdf,2020
"Hausdorff Dimension, Heavy Tails, and Generalization in Neural Networks",N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/37693cfc748049e45d87b8c7d8b9aacd-Paper.pdf,2020
Neural Dynamic Policies for End-to-End Sensorimotor Learning,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/354ac345fd8c6d7ef634d9a8e3d47b83-Paper.pdf,2020
Model Inversion Networks for Model-Based Optimization,N/A,N/A,https://papers.nips.cc/paper_files/paper/2020/file/373e4c5d8edfa8b74fd4b6791d0cf6dc-Paper.pdf,2020
